Station,year,Recording,PeopleCount
Hammersmith (Dis),2007,Entry Sunday,18726
Hammersmith (Dis),2007,Exit Weekday,43407
Hammersmith (Dis),2007,Exit Saturday,29750
Hammersmith (Dis),2007,Exit Sunday,18469
Hammersmith (Dis),2007,Annual Entry + Exit,27175566
Hammersmith (H&C),2007,Entry Weekday,9906
Hammersmith (H&C),2007,Entry Saturday,6853
Hammersmith (H&C),2007,Entry Sunday,4158
Hammersmith (H&C),2007,Exit Weekday,11524
Hammersmith (H&C),2007,Exit Saturday,8571
Hammersmith (H&C),2007,Exit Sunday,5373
Hammersmith (H&C),2007,Annual Entry + Exit,6786167
Hampstead,2007,Entry Weekday,6324
Hampstead,2007,Entry Saturday,5169
Hampstead,2007,Entry Sunday,3773
Hampstead,2007,Exit Weekday,6697
Hampstead,2007,Exit Saturday,5372
Hampstead,2007,Exit Sunday,4121
Hampstead,2007,Annual Entry + Exit,4308191
Hanger Lane,2007,Entry Weekday,5009
Hanger Lane,2007,Entry Saturday,2958
Hanger Lane,2007,Entry Sunday,1941
Hanger Lane,2007,Exit Weekday,4587
Hanger Lane,2007,Exit Saturday,2626
Hanger Lane,2007,Exit Sunday,1803
Hanger Lane,2007,Annual Entry + Exit,2939052
Harlesden,2007,Entry Weekday,3781
Harlesden,2007,Entry Saturday,2358
Harlesden,2007,Entry Sunday,1469
Harlesden,2007,Exit Weekday,3201
Harlesden,2007,Exit Saturday,2233
Harlesden,2007,Exit Sunday,1766
Harlesden,2007,Annual Entry + Exit,2196043
Harrow & Wealdstone,2007,Entry Weekday,8540
Harrow & Wealdstone,2007,Entry Saturday,4965
Harrow & Wealdstone,2007,Entry Sunday,2284
Harrow & Wealdstone,2007,Exit Weekday,8177
Harrow & Wealdstone,2007,Exit Saturday,5674
Harrow & Wealdstone,2007,Exit Sunday,2340
Harrow & Wealdstone,2007,Annual Entry + Exit,5055445
Harrow-on-the-Hill,2007,Entry Weekday,14662
Harrow-on-the-Hill,2007,Entry Saturday,10548
Harrow-on-the-Hill,2007,Entry Sunday,6425
Harrow-on-the-Hill,2007,Exit Weekday,15213
Harrow-on-the-Hill,2007,Exit Saturday,9919
Harrow-on-the-Hill,2007,Exit Sunday,6397
Harrow-on-the-Hill,2007,Annual Entry + Exit,9379157
Hatton Cross,2007,Entry Weekday,5260
Hatton Cross,2007,Entry Saturday,3152
Hatton Cross,2007,Entry Sunday,2434
Hatton Cross,2007,Exit Weekday,4868
Hatton Cross,2007,Exit Saturday,2952
Hatton Cross,2007,Exit Sunday,2184
Hatton Cross,2007,Annual Entry + Exit,3152254
Heathrow Terminal 4,2007,Entry Weekday,2726
Heathrow Terminal 4,2007,Entry Saturday,2339
Heathrow Terminal 4,2007,Entry Sunday,2618
Heathrow Terminal 4,2007,Exit Weekday,2963
Heathrow Terminal 4,2007,Exit Saturday,3124
Heathrow Terminal 4,2007,Exit Sunday,3939
Heathrow Terminal 4,2007,Annual Entry + Exit,2110256
Heathrow Terminals 123,2007,Entry Weekday,12599
Heathrow Terminals 123,2007,Entry Saturday,12856
Heathrow Terminals 123,2007,Entry Sunday,14357
Heathrow Terminals 123,2007,Exit Weekday,12449
Heathrow Terminals 123,2007,Exit Saturday,11917
Heathrow Terminals 123,2007,Exit Sunday,14154
Heathrow Terminals 123,2007,Annual Entry + Exit,9307489
Hendon Central,2007,Entry Weekday,9071
Hendon Central,2007,Entry Saturday,5321
Hendon Central,2007,Entry Sunday,3886
Hendon Central,2007,Exit Weekday,8472
Hendon Central,2007,Exit Saturday,4673
Hendon Central,2007,Exit Sunday,3539
Hendon Central,2007,Annual Entry + Exit,5396142
High Barnet,2007,Entry Weekday,4325
High Barnet,2007,Entry Saturday,2876
High Barnet,2007,Entry Sunday,1482
High Barnet,2007,Exit Weekday,4165
High Barnet,2007,Exit Saturday,2655
High Barnet,2007,Exit Sunday,1533
High Barnet,2007,Annual Entry + Exit,2613467
High Street Kensington,2007,Entry Weekday,18943
High Street Kensington,2007,Entry Saturday,14999
High Street Kensington,2007,Entry Sunday,10120
High Street Kensington,2007,Exit Weekday,19873
High Street Kensington,2007,Exit Saturday,15871
High Street Kensington,2007,Exit Sunday,9839
High Street Kensington,2007,Annual Entry + Exit,12603269
Highbury & Islington,2007,Entry Weekday,22210
Highbury & Islington,2007,Entry Saturday,16020
Highbury & Islington,2007,Entry Sunday,9187
Highbury & Islington,2007,Exit Weekday,21414
Highbury & Islington,2007,Exit Saturday,16205
Highbury & Islington,2007,Exit Sunday,9099
Highbury & Islington,2007,Annual Entry + Exit,13791446
Highgate,2007,Entry Weekday,7488
Highgate,2007,Entry Saturday,4923
Highgate,2007,Entry Sunday,2843
Highgate,2007,Exit Weekday,7031
Highgate,2007,Exit Saturday,4342
Highgate,2007,Exit Sunday,2890
Highgate,2007,Annual Entry + Exit,4493334
Hillingdon,2007,Entry Weekday,2260
Hillingdon,2007,Entry Saturday,1420
Hillingdon,2007,Entry Sunday,729
Hillingdon,2007,Exit Weekday,2050
Hillingdon,2007,Exit Saturday,1263
Hillingdon,2007,Exit Sunday,703
Hillingdon,2007,Annual Entry + Exit,1314434
Holborn,2007,Entry Weekday,51590
Holborn,2007,Entry Saturday,24539
Holborn,2007,Entry Sunday,14216
Holborn,2007,Exit Weekday,54629
Holborn,2007,Exit Saturday,26056
Holborn,2007,Exit Sunday,12933
Holborn,2007,Annual Entry + Exit,31106138
Holland Park,2007,Entry Weekday,6044
Holland Park,2007,Entry Saturday,3686
Holland Park,2007,Entry Sunday,2451
Holland Park,2007,Exit Weekday,5634
Holland Park,2007,Exit Saturday,3641
Holland Park,2007,Exit Sunday,2356
Holland Park,2007,Annual Entry + Exit,3619151
Holloway Road,2007,Entry Weekday,11909
Holloway Road,2007,Entry Saturday,8543
Holloway Road,2007,Entry Sunday,4622
Holloway Road,2007,Exit Weekday,12074
Holloway Road,2007,Exit Saturday,8479
Holloway Road,2007,Exit Sunday,4425
Holloway Road,2007,Annual Entry + Exit,7486616
Hornchurch,2007,Entry Weekday,3213
Hornchurch,2007,Entry Saturday,1319
Hornchurch,2007,Entry Sunday,707
Hornchurch,2007,Exit Weekday,3218
Hornchurch,2007,Exit Saturday,1396
Hornchurch,2007,Exit Sunday,691
Hornchurch,2007,Annual Entry + Exit,1850705
Hounslow Central,2007,Entry Weekday,5751
Hounslow Central,2007,Entry Saturday,3860
Hounslow Central,2007,Entry Sunday,2815
Hounslow Central,2007,Exit Weekday,5505
Hounslow Central,2007,Exit Saturday,3575
Hounslow Central,2007,Exit Sunday,2670
Hounslow Central,2007,Annual Entry + Exit,3558003
Hounslow East,2007,Entry Weekday,6482
Hounslow East,2007,Entry Saturday,5008
Hounslow East,2007,Entry Sunday,3846
Hounslow East,2007,Exit Weekday,5299
Hounslow East,2007,Exit Saturday,3662
Hounslow East,2007,Exit Sunday,3102
Hounslow East,2007,Annual Entry + Exit,3841365
Hounslow West,2007,Entry Weekday,4841
Hounslow West,2007,Entry Saturday,3621
Hounslow West,2007,Entry Sunday,2877
Hounslow West,2007,Exit Weekday,4539
Hounslow West,2007,Exit Saturday,3398
Hounslow West,2007,Exit Sunday,2879
Hounslow West,2007,Annual Entry + Exit,3077732
Hyde Park Corner,2007,Entry Weekday,7777
Hyde Park Corner,2007,Entry Saturday,7625
Hyde Park Corner,2007,Entry Sunday,5654
Hyde Park Corner,2007,Exit Weekday,8426
Hyde Park Corner,2007,Exit Saturday,7710
Hyde Park Corner,2007,Exit Sunday,6210
Hyde Park Corner,2007,Annual Entry + Exit,5596755
Ickenham,2007,Entry Weekday,1889
Ickenham,2007,Entry Saturday,883
Ickenham,2007,Entry Sunday,391
Ickenham,2007,Exit Weekday,1801
Ickenham,2007,Exit Saturday,800
Ickenham,2007,Exit Sunday,411
Ickenham,2007,Annual Entry + Exit,1068404
Kennington,2007,Entry Weekday,6503
Kennington,2007,Entry Saturday,5037
Kennington,2007,Entry Sunday,3390
Kennington,2007,Exit Weekday,6276
Kennington,2007,Exit Saturday,4777
Kennington,2007,Exit Sunday,3583
Kennington,2007,Annual Entry + Exit,4154822
Kensal Green,2007,Entry Weekday,4111
Kensal Green,2007,Entry Saturday,2939
Kensal Green,2007,Entry Sunday,1847
Kensal Green,2007,Exit Weekday,3428
Kensal Green,2007,Exit Saturday,2584
Kensal Green,2007,Exit Sunday,1414
Kensal Green,2007,Annual Entry + Exit,2386962
Kensington (Olympia),2007,Entry Weekday,1399
Kensington (Olympia),2007,Entry Saturday,957
Kensington (Olympia),2007,Entry Sunday,959
Kensington (Olympia),2007,Exit Weekday,1545
Kensington (Olympia),2007,Exit Saturday,840
Kensington (Olympia),2007,Exit Sunday,967
Kensington (Olympia),2007,Annual Entry + Exit,951910
Kentish Town,2007,Entry Weekday,10568
Kentish Town,2007,Entry Saturday,6287
Kentish Town,2007,Entry Sunday,5215
Kentish Town,2007,Exit Weekday,10166
Kentish Town,2007,Exit Saturday,5350
Kentish Town,2007,Exit Sunday,4653
Kentish Town,2007,Annual Entry + Exit,6433038
Kenton,2007,Entry Weekday,2363
Kenton,2007,Entry Saturday,1103
Kenton,2007,Entry Sunday,849
Kenton,2007,Exit Weekday,2462
Kenton,2007,Exit Saturday,1130
Kenton,2007,Exit Sunday,955
Kenton,2007,Annual Entry + Exit,1443277
Kew Gardens,2007,Entry Weekday,5146
Kew Gardens,2007,Entry Saturday,4553
Kew Gardens,2007,Entry Sunday,3408
Kew Gardens,2007,Exit Weekday,4621
Kew Gardens,2007,Exit Saturday,3564
Kew Gardens,2007,Exit Sunday,3456
Kew Gardens,2007,Annual Entry + Exit,3298111
Kilburn,2007,Entry Weekday,13150
Kilburn,2007,Entry Saturday,11252
Kilburn,2007,Entry Sunday,7764
Kilburn,2007,Exit Weekday,12582
Kilburn,2007,Exit Saturday,9764
Kilburn,2007,Exit Sunday,7468
Kilburn,2007,Annual Entry + Exit,8501716
Kilburn Park,2007,Entry Weekday,5297
Kilburn Park,2007,Entry Saturday,4394
Kilburn Park,2007,Entry Sunday,2859
Kilburn Park,2007,Exit Weekday,4956
Kilburn Park,2007,Exit Saturday,4023
Kilburn Park,2007,Exit Sunday,2750
Kilburn Park,2007,Annual Entry + Exit,3362624
King's Cross St. Pancras,2007,Entry Weekday,98783
King's Cross St. Pancras,2007,Entry Saturday,81550
King's Cross St. Pancras,2007,Entry Sunday,61377
King's Cross St. Pancras,2007,Exit Weekday,102458
King's Cross St. Pancras,2007,Exit Saturday,79877
King's Cross St. Pancras,2007,Exit Sunday,58131
King's Cross St. Pancras,2007,Annual Entry + Exit,66359149
Kingsbury,2007,Entry Weekday,5616
Kingsbury,2007,Entry Saturday,3478
Kingsbury,2007,Entry Sunday,2350
Kingsbury,2007,Exit Weekday,5084
Kingsbury,2007,Exit Saturday,3281
Kingsbury,2007,Exit Sunday,2225
Kingsbury,2007,Annual Entry + Exit,3328493
Knightsbridge,2007,Entry Weekday,31337
Knightsbridge,2007,Entry Saturday,33672
Knightsbridge,2007,Entry Sunday,20891
Knightsbridge,2007,Exit Weekday,30352
Knightsbridge,2007,Exit Saturday,34751
Knightsbridge,2007,Exit Sunday,19947
Knightsbridge,2007,Annual Entry + Exit,21574755
Ladbroke Grove,2007,Entry Weekday,7411
Ladbroke Grove,2007,Entry Saturday,8967
Ladbroke Grove,2007,Entry Sunday,4025
Ladbroke Grove,2007,Exit Weekday,6934
Ladbroke Grove,2007,Exit Saturday,6153
Ladbroke Grove,2007,Exit Sunday,3195
Ladbroke Grove,2007,Annual Entry + Exit,4841505
Lambeth North,2007,Entry Weekday,4774
Lambeth North,2007,Entry Saturday,3630
Lambeth North,2007,Entry Sunday,2604
Lambeth North,2007,Exit Weekday,4333
Lambeth North,2007,Exit Saturday,3141
Lambeth North,2007,Exit Sunday,2202
Lambeth North,2007,Annual Entry + Exit,2939717
Lancaster Gate,2007,Entry Weekday,8870
Lancaster Gate,2007,Entry Saturday,6596
Lancaster Gate,2007,Entry Sunday,5018
Lancaster Gate,2007,Exit Weekday,8745
Lancaster Gate,2007,Exit Saturday,6645
Lancaster Gate,2007,Exit Sunday,4734
Lancaster Gate,2007,Annual Entry + Exit,5720495
Latimer Road,2007,Entry Weekday,3314
Latimer Road,2007,Entry Saturday,1861
Latimer Road,2007,Entry Sunday,1286
Latimer Road,2007,Exit Weekday,3249
Latimer Road,2007,Exit Saturday,1670
Latimer Road,2007,Exit Sunday,1271
Latimer Road,2007,Annual Entry + Exit,1994914
Leicester Square,2007,Entry Weekday,58432
Leicester Square,2007,Entry Saturday,78013
Leicester Square,2007,Entry Sunday,41794
Leicester Square,2007,Exit Weekday,47307
Leicester Square,2007,Exit Saturday,67654
Leicester Square,2007,Exit Sunday,32114
Leicester Square,2007,Annual Entry + Exit,38687223
Leyton,2007,Entry Weekday,19048
Leyton,2007,Entry Saturday,15891
Leyton,2007,Entry Sunday,11064
Leyton,2007,Exit Weekday,18307
Leyton,2007,Exit Saturday,14638
Leyton,2007,Exit Sunday,10709
Leyton,2007,Annual Entry + Exit,12322930
Leytonstone,2007,Entry Weekday,14888
Leytonstone,2007,Entry Saturday,10745
Leytonstone,2007,Entry Sunday,7303
Leytonstone,2007,Exit Weekday,14792
Leytonstone,2007,Exit Saturday,10164
Leytonstone,2007,Exit Sunday,7078
Leytonstone,2007,Annual Entry + Exit,9444787
Liverpool Street,2007,Entry Weekday,97993
Liverpool Street,2007,Entry Saturday,48031
Liverpool Street,2007,Entry Sunday,37182
Liverpool Street,2007,Exit Weekday,104503
Liverpool Street,2007,Exit Saturday,53128
Liverpool Street,2007,Exit Sunday,44607
Liverpool Street,2007,Annual Entry + Exit,61317307
London Bridge,2007,Entry Weekday,94189
London Bridge,2007,Entry Saturday,64217
London Bridge,2007,Entry Sunday,34123
London Bridge,2007,Exit Weekday,89124
London Bridge,2007,Exit Saturday,61539
London Bridge,2007,Exit Sunday,34300
London Bridge,2007,Annual Entry + Exit,56954458
Loughton,2007,Entry Weekday,4102
Loughton,2007,Entry Saturday,2289
Loughton,2007,Entry Sunday,1148
Loughton,2007,Exit Weekday,4177
Loughton,2007,Exit Saturday,2231
Loughton,2007,Exit Sunday,1167
Loughton,2007,Annual Entry + Exit,2466212
Maida Vale,2007,Entry Weekday,5125
Maida Vale,2007,Entry Saturday,3621
Maida Vale,2007,Entry Sunday,2253
Maida Vale,2007,Exit Weekday,4557
Maida Vale,2007,Exit Saturday,2959
Maida Vale,2007,Exit Sunday,2144
Maida Vale,2007,Annual Entry + Exit,3051129
Manor House,2007,Entry Weekday,14456
Manor House,2007,Entry Saturday,12060
Manor House,2007,Entry Sunday,10117
Manor House,2007,Exit Weekday,13171
Manor House,2007,Exit Saturday,9971
Manor House,2007,Exit Sunday,9563
Manor House,2007,Annual Entry + Exit,9296363
Mansion House,2007,Entry Weekday,9144
Mansion House,2007,Entry Saturday,2378
Mansion House,2007,Entry Sunday,1912
Mansion House,2007,Exit Weekday,9408
Mansion House,2007,Exit Saturday,1813
Mansion House,2007,Exit Sunday,1449
Mansion House,2007,Annual Entry + Exit,5109887
Marble Arch,2007,Entry Weekday,22336
Marble Arch,2007,Entry Saturday,22627
Marble Arch,2007,Entry Sunday,15894
Marble Arch,2007,Exit Weekday,21129
Marble Arch,2007,Exit Saturday,20575
Marble Arch,2007,Exit Sunday,13321
Marble Arch,2007,Annual Entry + Exit,14966834
Marylebone,2007,Entry Weekday,17398
Marylebone,2007,Entry Saturday,10148
Marylebone,2007,Entry Sunday,6283
Marylebone,2007,Exit Weekday,18024
Marylebone,2007,Exit Saturday,10518
Marylebone,2007,Exit Sunday,6670
Marylebone,2007,Annual Entry + Exit,10800625
Mile End,2007,Entry Weekday,19967
Mile End,2007,Entry Saturday,12927
Mile End,2007,Entry Sunday,8582
Mile End,2007,Exit Weekday,18755
Mile End,2007,Exit Saturday,11570
Mile End,2007,Exit Sunday,8605
Mile End,2007,Annual Entry + Exit,12084543
Mill Hill East,2007,Entry Weekday,1519
Mill Hill East,2007,Entry Saturday,1143
Mill Hill East,2007,Entry Sunday,593
Mill Hill East,2007,Exit Weekday,1513
Mill Hill East,2007,Exit Saturday,1171
Mill Hill East,2007,Exit Sunday,605
Mill Hill East,2007,Annual Entry + Exit,958106
Moor Park,2007,Entry Weekday,1293
Moor Park,2007,Entry Saturday,546
Moor Park,2007,Entry Sunday,316
Moor Park,2007,Exit Weekday,1250
Moor Park,2007,Exit Saturday,495
Moor Park,2007,Exit Sunday,317
Moor Park,2007,Annual Entry + Exit,734858
Moorgate,2007,Entry Weekday,37836
Moorgate,2007,Entry Saturday,5401
Moorgate,2007,Entry Sunday,3103
Moorgate,2007,Exit Weekday,41423
Moorgate,2007,Exit Saturday,5927
Moorgate,2007,Exit Sunday,3262
Moorgate,2007,Annual Entry + Exit,21017118
Morden,2007,Entry Weekday,10148
Morden,2007,Entry Saturday,6387
Morden,2007,Entry Sunday,4342
Morden,2007,Exit Weekday,9995
Morden,2007,Exit Saturday,6346
Morden,2007,Exit Sunday,4526
Morden,2007,Annual Entry + Exit,6281507
Mornington Crescent,2007,Entry Weekday,6448
Mornington Crescent,2007,Entry Saturday,3488
Mornington Crescent,2007,Entry Sunday,9051
Mornington Crescent,2007,Exit Weekday,5830
Mornington Crescent,2007,Exit Saturday,2595
Mornington Crescent,2007,Exit Sunday,1539
Mornington Crescent,2007,Annual Entry + Exit,4047460
Neasden,2007,Entry Weekday,5359
Neasden,2007,Entry Saturday,3922
Neasden,2007,Entry Sunday,2754
Neasden,2007,Exit Weekday,4947
Neasden,2007,Exit Saturday,3770
Neasden,2007,Exit Sunday,2746
Neasden,2007,Annual Entry + Exit,3331902
New Cross,2007,Entry Weekday,3184
New Cross,2007,Entry Saturday,2349
New Cross,2007,Entry Sunday,1579
New Cross,2007,Exit Weekday,3922
New Cross,2007,Exit Saturday,2892
New Cross,2007,Exit Sunday,1844
New Cross,2007,Annual Entry + Exit,2272307
New Cross Gate,2007,Entry Weekday,6272
New Cross Gate,2007,Entry Saturday,3553
New Cross Gate,2007,Entry Sunday,3869
New Cross Gate,2007,Exit Weekday,4842
New Cross Gate,2007,Exit Saturday,2838
New Cross Gate,2007,Exit Sunday,3234
New Cross Gate,2007,Annual Entry + Exit,3563251
Newbury Park,2007,Entry Weekday,6059
Newbury Park,2007,Entry Saturday,3262
Newbury Park,2007,Entry Sunday,2141
Newbury Park,2007,Exit Weekday,5083
Newbury Park,2007,Exit Saturday,2882
Newbury Park,2007,Exit Sunday,1996
Newbury Park,2007,Annual Entry + Exit,3382497
North Acton,2007,Entry Weekday,8492
North Acton,2007,Entry Saturday,4629
North Acton,2007,Entry Sunday,3182
North Acton,2007,Exit Weekday,7988
North Acton,2007,Exit Saturday,4256
North Acton,2007,Exit Sunday,2923
North Acton,2007,Annual Entry + Exit,4991655
North Ealing,2007,Entry Weekday,1477
North Ealing,2007,Entry Saturday,920
North Ealing,2007,Entry Sunday,539
North Ealing,2007,Exit Weekday,1361
North Ealing,2007,Exit Saturday,804
North Ealing,2007,Exit Sunday,513
North Ealing,2007,Annual Entry + Exit,869730
North Greenwich,2007,Entry Weekday,24542
North Greenwich,2007,Entry Saturday,25035
North Greenwich,2007,Entry Sunday,15439
North Greenwich,2007,Exit Weekday,25405
North Greenwich,2007,Exit Saturday,27389
North Greenwich,2007,Exit Sunday,17067
North Greenwich,2007,Annual Entry + Exit,17280493
North Harrow,2007,Entry Weekday,2515
North Harrow,2007,Entry Saturday,1127
North Harrow,2007,Entry Sunday,645
North Harrow,2007,Exit Weekday,2407
North Harrow,2007,Exit Saturday,1023
North Harrow,2007,Exit Sunday,627
North Harrow,2007,Annual Entry + Exit,1432114
North Wembley,2007,Entry Weekday,2244
North Wembley,2007,Entry Saturday,1487
North Wembley,2007,Entry Sunday,944
North Wembley,2007,Exit Weekday,2144
North Wembley,2007,Exit Saturday,1479
North Wembley,2007,Exit Sunday,859
North Wembley,2007,Annual Entry + Exit,1370773
Northfields,2007,Entry Weekday,6882
Northfields,2007,Entry Saturday,4301
Northfields,2007,Entry Sunday,2767
Northfields,2007,Exit Weekday,6188
Northfields,2007,Exit Saturday,3904
Northfields,2007,Exit Sunday,2748
Northfields,2007,Annual Entry + Exit,4058755
Northolt,2007,Entry Weekday,5764
Northolt,2007,Entry Saturday,3574
Northolt,2007,Entry Sunday,2334
Northolt,2007,Exit Weekday,5278
Northolt,2007,Exit Saturday,3259
Northolt,2007,Exit Sunday,2150
Northolt,2007,Annual Entry + Exit,3413498
Northwick Park,2007,Entry Weekday,6039
Northwick Park,2007,Entry Saturday,2837
Northwick Park,2007,Entry Sunday,1928
Northwick Park,2007,Exit Weekday,5949
Northwick Park,2007,Exit Saturday,2518
Northwick Park,2007,Exit Sunday,1947
Northwick Park,2007,Annual Entry + Exit,3540049
Northwood,2007,Entry Weekday,3376
Northwood,2007,Entry Saturday,1844
Northwood,2007,Entry Sunday,987
Northwood,2007,Exit Weekday,3133
Northwood,2007,Exit Saturday,1620
Northwood,2007,Exit Sunday,979
Northwood,2007,Annual Entry + Exit,1942899
Northwood Hills,2007,Entry Weekday,2306
Northwood Hills,2007,Entry Saturday,1162
Northwood Hills,2007,Entry Sunday,644
Northwood Hills,2007,Exit Weekday,2034
Northwood Hills,2007,Exit Saturday,997
Northwood Hills,2007,Exit Sunday,579
Northwood Hills,2007,Annual Entry + Exit,1282445
Notting Hill Gate,2007,Entry Weekday,24153
Notting Hill Gate,2007,Entry Saturday,26779
Notting Hill Gate,2007,Entry Sunday,13949
Notting Hill Gate,2007,Exit Weekday,23952
Notting Hill Gate,2007,Exit Saturday,30641
